	record_number	catalogue_title	eng_host_item	courier_id	year	publication_date	pages	notes
4384	86193	The Mind transformed	The UNESCO Courier: a window open on the world XLIII, 7 p. 21-23, illus. 86203 eng	 86203 eng	1990	1990	[21, 22, 23]	Article adapted from a booklet which forms part of a series entitled 'Literacy lessons', produced by the IBE on the occasion of International Literacy year
4385	123036	Minding the muscle tone	The UNESCO courier 54, 7 p. 36-37, illus. 123057 eng	 123057 eng	2001	2001|July - Aug. 2001	[36, 37]	
4386	52122	Mini-dictionary on cardiovascular diseases	The UNESCO Courier: a window open on the world XXV, 4 p. 10, 12, 14, illus. 78382 eng	 78382 eng	1972	1972	[10]	
4387	69320	Miniature anthology of works by Al-Biruni: selections from works written a thousand years ago	The UNESCO Courier: a window open on the world XXXIX, 5/6 p. 61, port. 69416 eng	 69416 eng	1986	1986	[61]	UNESCO 40th anniversary issue; a selection of articles in abridged form
4388	100254	Mining: a clean bill of health?	The UNESCO courier: a window open on the world XLVIII, 5 p. 45-47, illus. 100259 eng	 100259 eng	1995	1995	[45, 46, 47]	
4389	62543	Mining fossil water	The UNESCO Courier: a window open on the world XXXVIII, 1 p. 14-16, illus., maps 62603 eng	 62603 eng	1985	1985	[14, 15, 16]	"Article taken from a longer study published in ""Nature and resources"", vol. XX, no. 2, Apr.-June 1984."
4391	94673	Minorities; editorial by Federico Mayor	The UNESCO Courier: a window open on the world XLVI, 6 p. 9. 94420 eng	 94420 eng	1993	1993	[9]	
4392	114158	Mira Nair: an eye for paradox	The UNESCO courier 51, 11 p. 46-49, illus. 114138 eng	 114138 eng	1998	1998|Nov. 1998	[46, 47, 48, 49]	
4393	70984	The 'Miracle' on 57 Street: a day in a giant computing laboratory	The UNESCO Courier V, 2 p. 11-12, illus. 70922 eng	 70922 eng	1952	1952	[11, 12]	Published in 3 editions
4395	68054	Miracle at Tinos	The UNESCO Courier: a window open on the world IX, 1 p. 5-9, illus. 78148 eng	 78148 eng	1956	1956	[5, 6, 7, 8, 9]	Published in 3 editions
4396	61955	The Miracle of rice	The UNESCO Courier: a window open on the world XXXVII, 12 p. 4-8, illus. 62352 eng	 62352 eng	1984	1984	[4, 5, 6, 7, 8]	
4397	119975	The Miracle of the Rhine	The UNESCO courier 53, 6 p. 9-12, illus., map 119966 eng	 119966 eng	2000	2000|June 2000	[9, 10, 11, 12]	
4398	122632	Mirror, mirror up above	The UNESCO courier 54, 5 p. 24-25, illus. 122623 eng	 122623 eng	2001	2001|May 2001	[24, 25]	
4399	89958	A Mirror for childhood	The UNESCO courier: a window open on the world XLIV, 10 p. 43-45, illus. 89961 eng	 89961 eng	1991	1991	[43, 44, 45]	
4400	190687	The Misfortunes of an over-materialistic alchemist	The UNESCO courier Jan.-Mar. 2011 p. 13, illus. 190645 eng	 190645 eng	2011	2011|Jan. - Mar. 2011	[13]	
4401	93738	Miss Savitri and her shadow	The UNESCO Courier: a window open on the world XLVI, 4 p. 37-40, illus. 93750 eng	 93750 eng	1993	1993	[37, 38, 39, 40]	
4402	113631	Mission accomplished	The UNESCO courier 51, 10 p. 35, illus. 113615 eng	 113615 eng	1998	1998|Oct. 1998	[35]	
4403	68151	Mission goes to the 'devil' to build a school	The UNESCO Courier: a window open on the world IX, 1 p. 28-29, illus. 78148 eng	 78148 eng	1956	1956	[28, 29]	Published in 4 editions
4404	73948	The Mission of UNESCO	The UNESCO Courier: supplement II, 2 p. 1-4 73938 eng	 73938 eng	1949	1949	[1, 2, 3, 4]	
4405	261911	A Missive for youth	The UNESCO courier 2 p. 47-49, illus. 261900 eng	 261900 eng	2018	2018|Apr. - June 2018	[47, 48, 49]	
4406	90785	Miuda's world	The UNESCO courier: a window open on the world XLV, 3 p. 28-31, illus. 90796 eng	 90796 eng	1992	1992	[28, 29, 30, 31]	
4407	65219	Mix-up of the seasons: warmer winters and colder summers	The UNESCO Courier: a window open on the world XII, 4 p. 9 65221 eng	 65221 eng	1959	1959	[9]	Published in 4 editions
4408	56717	Mixed metamorphosis	The UNESCO Courier: a window open on the world XXXVI, 11 p. 31-33, illus. 74705 eng	 74705 eng	1983	1983	[31, 32, 33]	
4409	137754	Mixed results for Thailand	The New courier October p. 40-42, illus. 137745 eng	 137745 eng	2004	2004|Oct. 2004	[40, 41, 42]	
4410	108607	The Mixed signals of globalization	The UNESCO courier: a window open on the world 50, 6 p. 22-24, illus. 108625 eng	 108625 eng	1997	1997|June 1997	[22, 23, 24]	
4411	122762	Mixing sweat with earth	The UNESCO courier 54, 6 p. 33-34, illus. 122747 eng	 122747 eng	2001	2001|June 2001	[33, 34]	
4412	367848	Les Afriques mobiles d'Alain Mabanckou	The UNESCO courier 2 pages 50-53, illustrations 367693 eng	 367693 eng	2019	2019|Avril-juin 2019	[50, 51, 52, 53]	
4413	193785	Mobile revolution	The UNESCO courier 64, 3 p. 11-12, illus. 193773 eng	 193773 eng	2011	2011|July - Sept. 2011	[11, 12]	
4414	89105	Moby Dick, monster of the forbidden seas	The UNESCO courier: a window open on the world XLIV, 8-9 p. 46-49, illus. 89116 eng	 89116 eng	1991	1991	[46, 47, 48, 49]	
4415	84405	Mock lion and real heroes	The UNESCO Courier: a window open on the world XLII, 12 p. 17-18, illus. 84413 eng	 84413 eng	1989	1989	[17, 18]	
4416	53863	A Model school for blind children	The UNESCO Courier: a window open on the world XXXVI, 8 p. 29, illus. 74700 eng	 74700 eng	1983	1983	[29]	
4417	68144	Modern 'flying Dutchmen'	The UNESCO Courier: a window open on the world IX, 1 p. 16-17 78148 eng	 78148 eng	1956	1956	[16, 17]	Published in 4 editions
4418	74630	Modern archaeologists 'dig' from aeroplanes	The UNESCO Courier IV, 10 p. 8-10, illus. 74672 eng	 74672 eng	1951	1951	[8, 9, 10]	Published in 3 editions
4419	63883	Modern architecture, triumph of Latin America	The UNESCO Courier: a window open on the world XIV, 6 p. 18-21, illus. 64074 eng	 64074 eng	1961	1961	[18, 19, 20, 21]	Published in 8 editions.|Special issue
4421	74600	The Modern calculating machine: an aid to man in his fight for progress	The UNESCO Courier IV, 7/8 p. 13, illus. 74589 eng	 74589 eng	1951	1951	[13]	Published in 3 editions
4422	45148	Modern cities: an unquenchable thirst?	The UNESCO Courier: a window open on the world XXXI, 2 p.10-14, illus. 74785 eng	 74785 eng	1978	1978	[10, 11, 12, 13, 14]	
4423	49685	Modern graphic artists of New Guinea	The UNESCO Courier: a window open on the world XXVIII, 6 p. 22-23, illus. 74840 eng	 74840 eng	1975	1975	[22, 23]	
4424	63573	Modern Japanese fiction: a break with tradition	The UNESCO Courier: a window open on the world XV, 5 p. 28-31, illus. 78354 eng	 78354 eng	1962	1962	[28, 29, 30, 31]	
4425	96918	Modern management and local traditions	The UNESCO courier: a window open on the world XLVII, 4 p. 9-11, illus. 96934 eng	 96934 eng	1994	1994	[9, 10, 11]	
4428	109419	The Modern movement	The UNESCO courier: a window open on the world 50, 9 p. 25-27, illus. 109370 eng	 109370 eng	1997	1997|Sept. 1997	[25, 26, 27]	
4429	73727	A Modern necessity: popular science	The UNESCO Courier I, 3 p. 6 73713 eng	 73713 eng	1948	1948	[6]	
4430	52871	Modern painting: the public puts its cards on the table	The UNESCO Courier: a window open on the world XXIV, 3 p. 15, 18, 30-31, illus. 78380 eng	 78380 eng	1971	1971	[15]	
4431	66914	A Modern poet	The UNESCO Courier: a window open on the world XXXVIII, 11 p. 4-8, illus. 66943 eng	 66943 eng	1985	1985	[4, 5, 6, 7, 8]	
4432	81284	Modern Prague theatre for recorded music	The UNESCO Courier III, 2 p. 11 74977 eng	 74977 eng	1950	1950|Mar. 1950	[11]	Published in 3 editions
4433	64327	The Modern pyramid of Aswan: Sadd El Aali	The UNESCO Courier: a window open on the world XIII, 2 p. 44-45, illus., map 64522 eng	 64522 eng	1960	1960	[44, 45]	Published in 4 editions
4435	68775	The Modern soundscape and noise pollution	The UNESCO Courier: a window open on the world XXXIX, 4 p. 31-33, illus. 68918 eng	 68918 eng	1986	1986	[31, 32, 33]	
4436	94888	Modern times, new approaches	The UNESCO Courier: a window open on the world XLVI, 7-8 p. 13-14, illus. 184071 eng	 184071 eng	1993	1993	[13, 14]	
4437	86454	Modernist Barcelona	The UNESCO Courier: a window open on the world XLIII, 8 p. 35-36, illus. 86461 eng	 86461 eng	1990	1990	[35, 36]	
4438	51863	Moenjodaro, modern metropolis of Antiquity	The UNESCO Courier: a window open on the world XXVI, 12 p. 8-13, 38, illus. 74896 eng	 74896 eng	1973	1973	[8, 9, 10, 11, 12, 13]	
4439	64960	Moenjodaro: threatened centre of an ancient civilization	The UNESCO Courier: a window open on the world XXXVIII, 7 p. 32-35, illus. 74930 eng	 74930 eng	1985	1985	[32, 33, 34, 35]	
4440	51869	Moenjodaro in peril; UNESCO alerts world opinion to an imminent catastrophe	The UNESCO Courier: a window open on the world XXVI, 12 p. 16-18, illus. 74896 eng	 74896 eng	1973	1973	[16, 17, 18]	
4441	60492	Mohenjo-Daro: a 5,000-year old heritage menaced by destruction	The UNESCO Courier: a window open on the world XVIII, 6 p. 22-26, illus. 60488 eng	 60488 eng	1965	1965	[22, 23, 24, 25, 26]	
4442	44506	The Mole and the butterfly; reflections on Einstein, science and subjectivity	The UNESCO Courier: a window open on the world XXXII, 5 p. 24-29, illus., port. 74771 eng	 74771 eng	1979	1979	[24, 25, 26, 27, 28, 29]	
4443	85177	Mollusc money	The UNESCO Courier: a window open on the world XLIII, 1 p. 21-25, illus. 85187 eng	 85187 eng	1990	1990	[21, 22, 23, 24, 25]	
4444	102894	A Moment of fulfilment	The UNESCO courier: a window open on the world 49, 5 p. 31 102874 eng	 102874 eng	1996	1996|May 1996	[31]	
4445	104918	A Moment of grace	The UNESCO courier: a window open on the world 49, 12 p. 10-13, illus. 104975 eng	 104975 eng	1996	1996|Dec. 1996	[10, 11, 12, 13]	
4446	60654	Mona Lisa: V.I.P. protection par excellence	The UNESCO Courier: a window open on the world XVIII, 11 p. 11-13, illus. 78211 eng	 78211 eng	1965	1965	[11, 12, 13]	
4447	103101	A Monastery in the mountains	The UNESCO courier: a window open on the world 49, 6 p. 42-44, illus. 103084 eng	 103084 eng	1996	1996|June 1996	[42, 43, 44]	
4448	98365	The Monastery of Alcobaça: from the spirit of St. Bernard to the idyll of Pedro and Inês	The UNESCO courier: a window open on the world XLVII, 11 p. 36-38, illus. 98363 eng	 98363 eng	1994	1994	[36, 37, 38]	
4449	111715	The Monastery of Haghpat	The UNESCO courier: a window open on the world 51, 5 p. 42-44, illus. 111704 eng	 111704 eng	1998	1998|May 1998	[42, 43, 44]	
4450	67485	The Monastery of the Burning Bush in Mount Sinai desert	The UNESCO Courier: a window open on the world X, 3 p. 18-25, illus. 67218 eng	 67218 eng	1957	1957	[18, 19, 20, 21, 22, 23, 24, 25]	Published in 4 editions
4451	121215	Money over merit?	The UNESCO courier 53, 11 p. 36-37, illus. 121198 eng	 121198 eng	2000	2000|Nov. 2000	[36, 37]	
4452	121927	Money rules in Mogadishu	The UNESCO courier 54, 2 p. 21-23, illus. 121920 eng	 121920 eng	2001	2001|Feb. 2001	[21, 22, 23]	
4454	188339	Mongolia	The UNESCO Courier: a window open on the world XXII, 11 p. 14-21, 32, illus. 58738 eng	 58738 eng	1969	1969	[14, 15, 16, 17, 18, 19, 20, 21]	
4455	119231	Mongolia: distance is no object	The UNESCO courier 53, 3 p. 27-29, illus. 119217 eng	 119217 eng	2000	2000|Mar. 2000	[27, 28, 29]	
4456	190681	Monitoring the country's health	The UNESCO courier Jan.-Mar. 2011 p. 21, illus. 190645 eng	 190645 eng	2011	2011|Jan. - Mar. 2011	[21]	
4457	142031	Monitoring the oceans	The New courier p. 12-13, illus. 142021 eng	 142021 eng	2005	2005|Nov. 2005	[12, 13]	
4458	77729	The Monkey and the leopard; an African folk tale	The UNESCO Courier: a window open on the world XLI, 2 p. 26-27, illus. 77733 eng	 77733 eng	1988	1988|Feb. 1988	[26, 27]	Taken from 'Soirées au village' ('Village evenings'), an anthology of Cameroonian tales collected & translated into French by Gabriel Evouna Mfomo, Paris, Karthala, 1980
4459	49365	The Monkey king Sun Wukong	The UNESCO Courier: a window open on the world XXXV, 6 p. 28-29, illus. 74717 eng	 74717 eng	1982	1982	[28, 29]	
4460	185899	The Monkeys, the scorpion and the snake	The UNESCO courier Special edition p. 6-7, illus. 185818 eng	 185818 eng	2009	2009|Oct. 2009	[6, 7]	
4461	186538	The Monkeys, the scorpion and the snake	The UNESCO courier 2 p. 6-7, illus. 186521 eng	 186521 eng	2009	2009|2009	[6, 7]	
4462	99683	Monopolies, minarets and videos	The UNESCO courier: a window open on the world XLVIII, 2 p. 26-28, illus. 99696 eng	 99696 eng	1995	1995	[26, 27, 28]	
4463	98372	Month by month	The UNESCO courier: a window open on the world XLVII, 11 p. 4 98363 eng	 98363 eng	1994	1994	[4]	
4464	98433	Month by month	The UNESCO courier: a window open on the world XLVII, 10 p. 4 98493 eng	 98493 eng	1994	1994	[4]	
4465	370981	Enseignant à tout faire dans un village chinois isolé	Le Courrier de l'UNESCO 4 pages 18-19, illustration 370977 fre		2019	2019|octobre-décembre 2019	[18, 19]	
4466	114991	Montreal's netizen news-vendors	The UNESCO courier 52, 2 p. 44 114969 eng	 114969 eng	1999	1999|Feb. 1999	[44]	
4467	99760	Montseny: harmony in the hills	The UNESCO courier: a window open on the world XLVIII, 3 p. 39-41, illus. 99738 eng	 99738 eng	1995	1995	[39, 40, 41]	
4469	27375	Monuments in peril: a world campaign to protect our cultural heritage	The UNESCO Courier: a window open on the world XVIII, 1 p. 4-6, illus. 78451 eng	 78451 eng	1965	1965	[4, 5, 6]	
4470	66070	The Mood of Britain, 1945	The UNESCO Courier: a window open on the world XXXVIII, 10 p. 14-19, illus. 66614 eng	 66614 eng	1985	1985	[14, 15, 16, 17, 18, 19]	
4471	193794	Moonlight stars	The UNESCO courier 64, 3 p. 34-35, illus. 193773 eng	 193773 eng	2011	2011|July - Sept. 2011	[34, 35]	
4472	132295	Moore: an open-air sculpture	The New courier 3 p. 76-77, illus. 132107 eng	 132107 eng	2003	2003|Oct. 2003	[76, 77]	
4473	73676	Moral guide of world says Mexican President in tribute to UNESCO	The UNESCO Courier I, 1 p. 7 73649 eng	 73649 eng	1948	1948	[7]	
4474	57936	A Moral imperative	The UNESCO Courier: a window open on the world XXXVII, 2 p. 4-5, illus. 74676 eng	 74676 eng	1984	1984	[4, 5]	
4475	92005	The Moral imperative	The UNESCO courier: a window open on the world XLV, 7-8 p. 13-17, illus. 92021 eng	 92021 eng	1992	1992	[13, 14, 15, 16, 17]	
4476	64586	More blind persons in Calcutta than in the whole of Canada	The UNESCO Courier: a window open on the world XIII, 6 p. 11-13, illus. 64690 eng	 64690 eng	1960	1960	[11, 12, 13]	Published in 4 editions
4477	70251	More books for Africans	The UNESCO Courier VI, 6 p. 5, illus. 70250 eng	 70250 eng	1953	1953	[5]	Published in 3 editions
4478	49584	A More equitable place in the sun for the new nations	The UNESCO Courier: a window open on the world XXIX, 10 p. 4-8, illus. 74827 eng	 74827 eng	1976	1976	[4, 5, 6, 7, 8]	
4479	94898	The More generation	The UNESCO Courier: a window open on the world XLVI, 7-8 p. 28-30, illus. 184071 eng	 184071 eng	1993	1993	[28, 29, 30]	
4480	73988	More newsprint production urged	The UNESCO Courier II, 4 p. 10, 12 73970 eng	 73970 eng	1949	1949	[10, 12]	
4481	73858	More newsprint urged by Press Commission	The UNESCO Courier I, 9 p. 4 73850 eng	 73850 eng	1948	1948	[4]	
4482	60527	More than 1,000 million under-25's	The UNESCO Courier: a window open on the world XVIII, 7/8 p. 51-52, illus. 60510 eng	 60510 eng	1965	1965	[51, 52]	
4483	122645	More than just the truth	The UNESCO courier 54, 5 p. 38-39, illus. 122623 eng	 122623 eng	2001	2001|May 2001	[38, 39]	
4484	142030	More than reading, writing and counting	The New courier p. 10 142021 eng	 142021 eng	2005	2005|Nov. 2005	[10]	
4485	74042	More use must be made of the public cinema	The UNESCO Courier II, 7 p. 6, 7 74029 eng	 74029 eng	1949	1949	[6, 7]	
4486	79076	Morhor: a time-spun art	The UNESCO Courier: a window open on the world XLI, 4 p. 15, port. 79179 eng	 79179 eng	1988	1988|Apr. 1988	[15]	
4487	163578	Le Morne, spelled out	The UNESCO courier 6 p. 4-5, illus. 163541 eng	 163541 eng	2008	2008|2008	[4, 5]	Electronic version only
4488	66168	Morocco answers a royal call to the classroom	The UNESCO Courier: a window open on the world XI, 3 p. 14-15, illus. 78161 eng	 78161 eng	1958	1958	[14, 15]	Published in 4 editions
4489	112530	Morocco-European Union: co-operation in choppy waters	The UNESCO courier 51, 7/8 p. 59 112488 eng	 112488 eng	1998	1998|July - Aug. 1998	[59]	
4490	116606	Morse: the end of an era?	The UNESCO courier 52, 7 p. 65-68, illus. 116578 eng	 116578 eng	1999	1999|July - Aug. 1999	[65, 66, 67, 68]	
4491	83403	Moscow: Gorky Street, fifty years of change	The UNESCO Courier: a window open on the world XLII, 8 p. 26-29, illus. 83412 eng	 83412 eng	1989	1989	[26, 27, 28, 29]	
4492	65236	The Most curable, the most hopeless of all diseases	The UNESCO Courier: a window open on the world XII, 5 p. 12-14, illus. 78166 eng	 78166 eng	1959	1959	[12, 13, 14]	Published in 4 editions
4493	74058	Most of the world: an American survey	The UNESCO Courier II, 8 p. 2 74055 eng	 74055 eng	1949	1949	[2]	
4494	125739	Mostar, a bridge to peace	The New courier 0 p. 16-17, illus. 125736 eng	 125736 eng	2002	2002|May 2002	[16, 17]	
4495	366401	Mosul, the city with two springs	The UNESCO courier 4 p. 59-61, illus. 265904 eng	 265904 eng	2018	2018|Oct.-Dec. 2018	[59, 60, 61]	
4496	192332	Mother Teresa: the most powerful woman in the world	The UNESCO courier 64, 2 p. 47-48, illus. 192261 eng	 192261 eng	2011	2011|Apr.-June 2011	[47, 48]	
4498	48162	Mother tongue and the brain: a Japanese specialist's surprising discovery	The UNESCO Courier: a window open on the world XXXV, 2 p. 10-13, illus. 74798 eng	 74798 eng	1982	1982	[10, 11, 12, 13]	
4499	101171	The Mothers of the Plaza de Mayo	The UNESCO courier: a window open on the world XLVIII, 9 p. 22-24, illus. 101119 eng	 101119 eng	1995	1995|Sept. 1995	[22, 23, 24]	
